[05Jan2024 13:09:03.669] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, Uncle_Oldman, --version, 1.20.1-forge-47.1.84, --gameDir, C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c, --assetsDir, C:\Users\Danatang\AppData\Local\.ftba\bin\assets, --assetIndex, 5, --uuid, 4d68e9eb-7034-495b-9ecd-d94bd99dcce9, --accessToken, ????????, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, msa, --versionType, release, --width, 1720, --height, 840, --launchTarget, forgeclient, --fml.forgeVersion, 47.1.84, --fml.fmlVersion, 47.1.47, --fml.mcVersion, 1.20.1, --fml.mcpVersion, 20230612.114412]
[05Jan2024 13:09:03.675] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.7 by Eclipse Adoptium; OS Windows 10 arch amd64 version 10.0
[05Jan2024 13:09:06.420] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: Loading ImmediateWindowProvider fmlearlywindow
[05Jan2024 13:09:06.651] [main/INFO] [EARLYDISPLAY/]: Trying GL version 4.6
[05Jan2024 13:09:06.922] [main/INFO] [EARLYDISPLAY/]: Requested GL version 4.6 got version 4.6
[05Jan2024 13:09:07.051] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/Danatang/AppData/Local/.ftba/bin/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23102!/ Service=ModLauncher Env=CLIENT
[05Jan2024 13:09:07.142] [pool-2-thread-1/INFO] [EARLYDISPLAY/]: GL info: NVIDIA GeForce GTX 1050 Ti/PCIe/SSE2 GL version 4.6.0 NVIDIA 536.23, NVIDIA Corporation
[05Jan2024 13:09:08.489] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "aethersteeltweak-me.blackfur.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.489] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "AI-Improvements-1.20-0.5.2.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.489] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "almostunified-forge-1.20.1-0.7.2.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.489] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "angelblockrenewed-forge-1.3-1.20.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.489] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "AngelRing2-1.20.1-2.2.2.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.489] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "antsportation-1.20.1-3.0.4.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.489] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Apotheosis-1.20.1-7.2.0.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ApothicAttributes-1.20.1-1.2.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "appleskin-forge-mc1.20.1-2.5.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Applied-Botanics-forge-1.5.0.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Applied-Mekanistics-1.4.2.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "appliedcooking-4.0.0.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "appliedenergistics2-forge-15.0.18.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "architectury-9.1.12-forge.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ars_creo-1.20.1-4.0.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ars_nouveau-1.20.1-4.8.3-all.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "ars_ocultas-1.20.1-1.1.0-all.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "athena-forge-1.20.1-3.1.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "AttributeFix-Forge-1.20.1-21.0.4.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "balm-forge-1.20.1-7.2.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "BambooEverything-forge-3.0.3+mc1.20.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "baubley-heart-canisters-1.20.1-1.0.5.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "bdlib-1.27.0.8-mc1.20.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "BetterCompatibilityChecker-forge-4.0.8+mc1.20.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.490] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "BetterThanBunnies-1.20.1-Forge-1.3.0.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.491] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "BetterThanLlamas-1.20.1-Forge-1.2.0.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.491] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "blockui-1.20.1-1.0.128-BETA.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.491] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "bloodmagic-1.20.1-3.3.2-44.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.491] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Bookshelf-Forge-1.20.1-20.1.8.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.491] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Botania-1.20.1-443-FORGE.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.491] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "botarium-forge-1.20.1-2.2.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.491] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "buildinggadgets2-1.0.6.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.491] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cabletiers-1.20.1-1.2.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.491] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "caelus-forge-3.1.0+1.20.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.491] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "canary-mc1.20.1-0.2.10.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.491] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cc-tweaked-1.20.1-forge-1.108.4.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.491] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "charginggadgets-1.11.0.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.491] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "chisels-and-bits-forge-1.4.145.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.491] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "citadel-2.4.9-1.20.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.491] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cleanswing-1.20-1.4.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cloth-config-11.1.118-forge.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Clumps-forge-1.20.1-12.0.0.3.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cofh_core-1.20.1-11.0.0.51.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Cognition-v2.0.1-1.20.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "colorfulhearts-forge-1.20.1-4.0.4.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "comforts-forge-6.3.4+1.20.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "CommonCapabilities-1.20.1-2.9.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "connectedglass-1.1.11-forge-mc1.20.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "connectivity-1.20.1-4.9.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "constructionwand-1.20.1-2.11.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Controlling-forge-1.20.1-12.0.2.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cookingforblockheads-forge-1.20-16.0.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "craftingtweaks-forge-1.20-18.2.2.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "CraftTweaker-forge-1.20.1-14.0.28.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "create-1.20.1-0.5.1.f.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "createaddition-1.20.1-1.2.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.492] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "createchunkloading-1.6.0-forge.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.493] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "createteleporters1.1N.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.493] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "CreateTweaker-forge-1.20.1-4.0.7.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.493] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Cucumber-1.20.1-7.0.7.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.493] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cupboard-1.20.1-2.2.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.493] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "curios-forge-5.4.7+1.20.1.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.493] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "curiotiab-1.20.1-2.0.2.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
[05Jan2024 13:09:08.493] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Cyclic-1.20.1-1.12.6.jar" of type MOD with provider {mods folder locator at C:\Users\Danatang\AppData\Local\.ftba\instances\3b3957c4-ca89-4fd9-b219-029606dd102c\mods}
